id_pesanan,id_produk,tanggal_pesanan,kurir_pengiriman,kota,kecamatan,jenis_pengiriman,estimasi_waktu_sampai_hari,rating_produk,tanggal_pengiriman,ontime
33012,231,2023-03-31,Ninja Xpress,Depok,Beji,Next Day,5,4,2023-04-05,Ontime
717470,175,2022-07-13,SiCepat,Padang,Padang Barat,Express,5,3,2022-07-18,Ontime
845066,298,2023-01-31,JNE,Pontianak,Pontianak Kota,Express,3,3,2023-02-03,Ontime
287535,150,2023-02-19,Ninja Xpress,Bandar Lampung,Panjang,Next Day,5,5,2023-02-24,Ontime
587828,173,2022-06-16,Ninja Xpress,Pekanbaru,Payung Sekaki,Same Day,5,2,2022-06-21,Ontime
419814,201,2023-05-13,JNE,Denpasar,Pecatu,Express,4,4,2023-05-17,Ontime
18759,240,2022-06-11,Ninja Xpress,Bekasi,Bekasi Jaya,Reguler,2,3,2022-06-13,Ontime
711900,166,2022-11-25,POS Indonesia,Malang,Klojen,Next Day,4,2,2022-11-29,Ontime
89293,236,2022-10-28,Ninja Xpress,Bekasi,Medan Satria,Express,3,2,2022-10-31,Ontime
472779,136,2022-08-18,SiCepat,Medan,Medan Polonia,Next Day,2,3,2022-08-20,Ontime
428673,176,2022-12-13,Ninja Xpress,Pekanbaru,Marpoyan Damai,Next Day,5,5,2022-12-18,Ontime
936679,140,2022-11-13,Ninja Xpress,Bogor,Parung Panjang,Express,4,5,2022-11-17,Ontime
310333,280,2022-06-13,POS Indonesia,Depok,Mekarsari,Reguler,2,3,2022-06-15,Ontime
670130,220,2022-08-02,JNE,Bogor,Bogor Barat,Same Day,3,2,2022-08-05,Ontime
221168,195,2023-04-13,SiCepat,Pontianak,Pontianak Kota,Same Day,2,4,2023-04-15,Ontime
78006,276,2022-10-28,Ninja Xpress,Medan,Medan Amplas,Express,3,3,2022-10-31,Ontime
984545,291,2023-01-22,POS Indonesia,Pekanbaru,Payung Sekaki,Reguler,1,1,2023-01-23,Ontime
623166,203,2022-07-31,SiCepat,Bekasi,Bekasi Timur,Express,1,2,2022-08-01,Ontime
442574,141,2023-04-19,POS Indonesia,Makassar,Bonto,Express,4,4,2023-04-23,Ontime
628209,265,2022-06-22,Ninja Xpress,Surabaya,Wonokromo,Same Day,3,5,2022-06-25,Ontime
56242,151,2022-10-02,JNE,Bekasi,Bekasi Barat,Reguler,4,3,2022-10-06,Ontime
32447,259,2022-10-19,Ninja Xpress,Surabaya,Mulyorejo,Next Day,2,3,2022-10-21,Ontime
15734,266,2022-08-12,SiCepat,Surakarta,Kartasura,Same Day,3,2,2022-08-15,Ontime
200348,168,2022-08-13,SiCepat,Semarang,Tembalang,Express,5,5,2022-08-18,Ontime
883788,129,2022-11-19,JNE,Yogyakarta,Keparakan,Reguler,5,4,2022-11-24,Ontime
969904,214,2022-11-08,Ninja Xpress,Bekasi,Pondok Melati,Same Day,2,4,2022-11-10,Ontime
305735,140,2023-04-06,J&T Express,Jakarta,Kramat Jati,Same Day,1,3,2023-04-07,Ontime
989028,222,2022-07-28,J&T Express,Bekasi,Jati Sampurna,Next Day,2,4,2022-07-30,Ontime
939504,211,2022-10-18,JNE,Bogor,Cileungsi,Next Day,1,4,2022-10-19,Ontime
641777,187,2022-10-20,SiCepat,Pekanbaru,Sukajadi,Reguler,3,1,2022-10-23,Ontime
996665,130,2023-04-21,JNE,Surabaya,Simokerto,Next Day,2,4,2023-04-23,Ontime
631989,145,2023-03-17,Ninja Xpress,Medan,Medan Tuntungan,Next Day,5,2,2023-03-22,Ontime
445040,235,2022-11-22,Ninja Xpress,Semarang,Banyumanik,Express,4,4,2022-11-26,Ontime
999149,278,2023-02-11,POS Indonesia,Jakarta,Setiabudi,Next Day,1,5,2023-02-12,Ontime
709305,172,2023-02-16,Ninja Xpress,Malang,Klojen,Same Day,4,5,2023-02-20,Ontime
663492,169,2022-12-09,J&T Express,Semarang,Genuk,Same Day,1,4,2022-12-10,Ontime
944641,153,2022-12-05,POS Indonesia,Bogor,Citeureup,Next Day,2,3,2022-12-07,Ontime
561696,269,2023-04-24,POS Indonesia,Medan,Medan Perjuangan,Express,3,4,2023-04-27,Ontime
451188,212,2023-05-11,JNE,Padang,Padang Barat,Reguler,5,3,2023-05-16,Ontime
901367,283,2023-05-26,JNE,Padang,Kuranji,Express,5,2,2023-05-31,Ontime
178371,188,2023-01-01,POS Indonesia,Makassar,Batu,Express,4,1,2023-01-05,Ontime
20576,207,2023-05-02,Ninja Xpress,Depok,Pancoran Mas,Next Day,4,1,2023-05-06,Ontime
820996,122,2022-09-23,Ninja Xpress,Palembang,Ilir Timur I,Reguler,4,4,2022-09-27,Ontime
489871,243,2023-03-10,SiCepat,Yogyakarta,Gondomanan,Next Day,3,1,2023-03-13,Ontime
582843,209,2022-10-23,POS Indonesia,Surakarta,Tawangmangu,Same Day,5,2,2022-10-28,Ontime
478141,262,2022-12-15,J&T Express,Depok,Beji,Express,1,2,2022-12-16,Ontime
965938,227,2023-01-23,J&T Express,Bekasi,Jatiwaringin,Express,1,3,2023-01-24,Ontime
37015,235,2022-11-03,Ninja Xpress,Bandar Lampung,Teluk Betung Barat,Same Day,5,5,2022-11-08,Ontime
892937,298,2023-04-30,Ninja Xpress,Bogor,Leuwiliang,Reguler,2,2,2023-05-02,Ontime
105914,134,2022-05-28,POS Indonesia,Denpasar,Denpasar Utara,Same Day,4,2,2022-06-01,Ontime
54860,215,2023-03-05,Ninja Xpress,Bandar Lampung,Sukarame,Express,1,1,2023-03-06,Ontime
781753,282,2022-06-24,Ninja Xpress,Bekasi,Bekasi Selatan,Next Day,4,2,2022-06-28,Ontime
479928,247,2022-11-02,Ninja Xpress,Palembang,Alang-Alang Lebar,Same Day,4,4,2022-11-06,Ontime
235031,195,2023-03-25,Ninja Xpress,Pontianak,Pontianak Timur,Reguler,4,2,2023-03-29,Ontime
196320,135,2022-06-22,Ninja Xpress,Bandar Lampung,Tanjung Karang Barat,Same Day,4,4,2022-06-26,Ontime
804330,279,2022-08-01,SiCepat,Bogor,Cigombong,Next Day,3,4,2022-08-04,Ontime
942998,189,2022-12-15,J&T Express,Semarang,Semarang Selatan,Reguler,3,3,2022-12-18,Ontime
536798,147,2022-12-17,POS Indonesia,Palembang,Seberang Ulu II,Next Day,5,3,2022-12-22,Ontime
120266,178,2023-02-24,POS Indonesia,Bekasi,Bekasi Utara,Next Day,4,5,2023-02-28,Ontime
475389,174,2022-12-18,Ninja Xpress,Surakarta,Kraton,Next Day,5,4,2022-12-23,Ontime
667365,232,2022-09-01,JNE,Jakarta,Kebayoran Baru,Reguler,4,4,2022-09-05,Ontime
722059,215,2023-03-11,Ninja Xpress,Tangerang,Pagedangan,Next Day,1,4,2023-03-12,Ontime
525353,253,2023-01-11,Ninja Xpress,Tangerang,Ciledug,Next Day,4,3,2023-01-15,Ontime
887845,155,2022-10-02,SiCepat,Yogyakarta,Jetis,Express,5,3,2022-10-07,Ontime
827734,135,2022-10-19,Ninja Xpress,Surakarta,Jebres,Express,1,5,2022-10-20,Ontime
944575,134,2022-07-28,JNE,Bandung,Lengkong,Express,2,4,2022-07-30,Ontime
739711,151,2023-01-21,JNE,Pontianak,Pontianak Barat,Express,2,3,2023-01-23,Ontime
608644,228,2022-05-30,JNE,Surakarta,Tawangmangu,Reguler,1,4,2022-05-31,Ontime
429009,181,2023-02-07,J&T Express,Depok,Cilodong,Reguler,2,1,2023-02-09,Ontime
945682,206,2022-06-17,Ninja Xpress,Bandung,Bojongloa Kidul,Next Day,3,1,2022-06-20,Ontime
135527,274,2023-04-05,SiCepat,Batam,Sekupang,Next Day,2,3,2023-04-07,Ontime
561002,244,2022-07-25,Ninja Xpress,Malang,Bululawang,Same Day,1,1,2022-07-26,Ontime
325557,247,2022-09-15,SiCepat,Surakarta,Karanganyar,Express,4,4,2022-09-19,Ontime
535190,299,2022-08-09,POS Indonesia,Bandung,Gedebage,Same Day,4,5,2022-08-13,Ontime
2233,256,2023-01-22,POS Indonesia,Tangerang,Serpong,Same Day,1,5,2023-01-23,Ontime
279990,239,2022-08-23,SiCepat,Bekasi,Mustika Jaya,Same Day,5,4,2022-08-28,Ontime
658440,235,2022-10-30,J&T Express,Batam,Batam Kota,Reguler,5,3,2022-11-04,Ontime
963999,294,2022-07-27,Ninja Xpress,Bekasi,Bekasi Selatan,Same Day,1,5,2022-07-28,Ontime
234866,125,2022-11-12,POS Indonesia,Makassar,Biring Romang,Express,5,5,2022-11-17,Ontime
286971,128,2023-05-05,J&T Express,Makassar,Wajo,Next Day,4,5,2023-05-09,Ontime
686032,120,2022-07-13,JNE,Yogyakarta,Gondomanan,Same Day,3,3,2022-07-16,Ontime
282424,171,2022-09-20,JNE,Yogyakarta,Gondomanan,Express,3,5,2022-09-23,Ontime
52889,229,2022-09-20,J&T Express,Semarang,Ngaliyan,Express,4,2,2022-09-24,Ontime
998543,213,2023-02-22,J&T Express,Batam,Batu Aji,Express,3,5,2023-02-25,Ontime
881655,192,2022-12-16,JNE,Palembang,Sako,Next Day,2,3,2022-12-18,Ontime
645746,215,2023-03-14,J&T Express,Pekanbaru,Sail,Next Day,1,1,2023-03-15,Ontime
976400,168,2022-09-20,SiCepat,Palembang,Ilir Timur I,Same Day,4,3,2022-09-24,Ontime
989692,240,2022-12-15,JNE,Bekasi,Pondok Gede,Reguler,2,4,2022-12-17,Ontime
108493,164,2023-03-13,Ninja Xpress,Malang,Blimbing,Next Day,2,5,2023-03-15,Ontime
572462,144,2022-10-06,SiCepat,Bandar Lampung,Sukabumi,Same Day,5,2,2022-10-11,Ontime
852549,116,2022-10-30,POS Indonesia,Surakarta,Laweyan,Express,3,3,2022-11-02,Ontime
397763,197,2022-06-29,POS Indonesia,Depok,Sukmajaya,Reguler,4,4,2022-07-03,Ontime
722305,145,2023-04-26,J&T Express,Palembang,Plaju,Same Day,4,2,2023-04-30,Ontime
492379,277,2023-02-11,J&T Express,Makassar,Makassar Timur,Reguler,4,4,2023-02-15,Ontime
379081,129,2022-11-12,JNE,Yogyakarta,Ngampilan,Express,5,1,2022-11-17,Ontime
360012,126,2022-08-01,Ninja Xpress,Bogor,Nanggung,Same Day,1,1,2022-08-02,Ontime
20168,215,2022-11-15,POS Indonesia,Batam,Bulang,Express,1,2,2022-11-16,Ontime
296508,177,2023-03-18,JNE,Pekanbaru,Payung Sekaki,Next Day,2,2,2023-03-20,Ontime
49619,151,2023-02-26,Ninja Xpress,Bandar Lampung,Tanjung Karang Pusat,Reguler,1,2,2023-02-27,Ontime
109525,165,2023-02-06,JNE,Depok,Sukmajaya,Same Day,5,5,2023-02-11,Ontime
456943,253,2023-04-05,SiCepat,Pekanbaru,Tampan,Reguler,3,4,2023-04-08,Ontime
113893,252,2023-05-20,POS Indonesia,Bandar Lampung,Teluk Betung Barat,Next Day,1,4,2023-05-21,Ontime
845655,163,2022-10-23,JNE,Bandung,Bojongloa Kaler,Next Day,2,4,2022-10-25,Ontime
642627,216,2022-06-07,POS Indonesia,Pekanbaru,Pekanbaru Kota,Reguler,1,5,2022-06-08,Ontime
354620,210,2022-12-28,SiCepat,Depok,Tapos,Next Day,4,4,2023-01-01,Ontime
952070,247,2023-03-28,JNE,Medan,Medan Baru,Next Day,2,3,2023-03-30,Ontime
85400,220,2022-10-11,J&T Express,Padang,Pauh,Express,3,2,2022-10-14,Ontime
327761,238,2022-09-10,JNE,Bekasi,Bekasi Utara,Next Day,1,1,2022-09-11,Ontime
239073,291,2022-12-31,JNE,Depok,Cilodong,Express,3,4,2023-01-03,Ontime
877905,214,2022-09-05,JNE,Bandung,Bojongloa Kaler,Same Day,1,2,2022-09-06,Ontime
417441,289,2022-09-30,POS Indonesia,Tangerang,Ciledug,Reguler,4,5,2022-10-04,Ontime
353450,184,2022-11-15,Ninja Xpress,Bekasi,Medan Satria,Next Day,3,1,2022-11-18,Ontime
151592,175,2022-11-13,POS Indonesia,Semarang,Semarang Timur,Express,3,3,2022-11-16,Ontime
468674,235,2023-03-31,J&T Express,Batam,Bulang,Express,5,4,2023-04-05,Ontime
198173,187,2023-03-07,Ninja Xpress,Depok,Cinere,Same Day,2,5,2023-03-09,Ontime
683750,222,2022-12-21,SiCepat,Depok,Tapos,Next Day,3,3,2022-12-24,Ontime
612840,231,2022-09-28,SiCepat,Makassar,Makassar Utara,Reguler,3,4,2022-10-01,Ontime
746189,236,2022-10-05,POS Indonesia,Bandar Lampung,Panjang,Next Day,4,1,2022-10-09,Ontime
365813,191,2022-08-09,Ninja Xpress,Surakarta,Berbek,Reguler,4,5,2022-08-13,Ontime
563320,256,2022-09-18,Ninja Xpress,Tangerang,Pagedangan,Same Day,2,3,2022-09-20,Ontime
640285,139,2022-07-28,POS Indonesia,Medan,Medan Baru,Next Day,3,3,2022-07-31,Ontime
113710,276,2022-08-21,SiCepat,Surabaya,Gubeng,Express,3,5,2022-08-24,Ontime
771046,182,2022-06-22,Ninja Xpress,Jakarta,Kemayoran,Next Day,1,5,2022-06-23,Ontime
296791,131,2023-05-21,JNE,Surabaya,Wonokromo,Express,1,2,2023-05-22,Ontime
405835,187,2022-12-26,J&T Express,Pekanbaru,Rumbai,Reguler,5,5,2022-12-31,Ontime
514029,244,2023-01-27,POS Indonesia,Pekanbaru,Rumbai,Reguler,1,1,2023-01-28,Ontime
687034,245,2022-09-30,SiCepat,Makassar,Biringkanaya,Express,1,4,2022-10-01,Ontime
882095,189,2023-03-08,Ninja Xpress,Bekasi,Mustika Jaya,Express,3,2,2023-03-11,Ontime
907505,207,2022-11-12,JNE,Semarang,Tugu,Reguler,2,3,2022-11-14,Ontime
737768,204,2022-06-11,SiCepat,Batam,Galang,Next Day,1,4,2022-06-12,Ontime
200889,228,2022-09-18,JNE,Pontianak,Pontianak Selatan,Same Day,1,3,2022-09-19,Ontime
571324,207,2023-03-24,J&T Express,Makassar,Wajo,Reguler,5,4,2023-03-29,Ontime
739500,217,2023-03-18,JNE,Tangerang,Kosambi,Next Day,2,3,2023-03-20,Ontime
63976,206,2023-02-24,SiCepat,Surakarta,Kraton,Next Day,5,3,2023-03-01,Ontime
790927,253,2022-06-10,JNE,Depok,Pancoran Mas,Next Day,3,1,2022-06-13,Ontime
148993,265,2023-04-20,POS Indonesia,Padang,Padang Barat,Next Day,1,1,2023-04-21,Ontime
856109,189,2023-05-01,J&T Express,Semarang,Semarang Barat,Next Day,2,1,2023-05-03,Ontime
136980,247,2022-07-14,J&T Express,Medan,Medan Johor,Same Day,1,1,2022-07-15,Ontime
909461,249,2022-07-06,POS Indonesia,Makassar,Bonto,Reguler,3,5,2022-07-09,Ontime
598623,148,2023-01-08,SiCepat,Bandar Lampung,Teluk Betung Utara,Next Day,1,4,2023-01-09,Ontime
35983,202,2023-04-14,Ninja Xpress,Batam,Belakang Padang,Same Day,4,1,2023-04-18,Ontime
680827,247,2023-02-17,Ninja Xpress,Palembang,Ilir Timur I,Same Day,3,2,2023-02-20,Ontime
387342,279,2022-10-03,JNE,Pontianak,Pontianak Utara,Express,1,5,2022-10-04,Ontime
256569,296,2022-09-16,J&T Express,Bogor,Megamendung,Same Day,2,4,2022-09-18,Ontime
329274,224,2023-03-23,Ninja Xpress,Semarang,Semarang Selatan,Reguler,2,1,2023-03-25,Ontime
121556,229,2022-06-07,POS Indonesia,Semarang,Gunungpati,Reguler,3,3,2022-06-10,Ontime
406955,260,2022-10-25,SiCepat,Pekanbaru,Tampan,Next Day,2,3,2022-10-27,Ontime
759847,191,2023-01-03,POS Indonesia,Bekasi,Bekasi Barat,Same Day,1,3,2023-01-04,Ontime
511351,122,2022-06-22,Ninja Xpress,Yogyakarta,Terban,Reguler,1,4,2022-06-23,Ontime
494705,143,2022-12-10,POS Indonesia,Yogyakarta,Terban,Reguler,4,1,2022-12-14,Ontime
640959,215,2022-11-10,Ninja Xpress,Bandung,Cibeunying Kidul,Next Day,1,4,2022-11-11,Ontime
334507,209,2022-12-10,SiCepat,Bogor,Dramaga,Next Day,4,4,2022-12-14,Ontime
667914,271,2022-08-28,J&T Express,Malang,Pakisaji,Reguler,3,4,2022-08-31,Ontime
894586,290,2022-06-22,POS Indonesia,Makassar,Bontoala,Express,1,1,2022-06-23,Ontime
9998,117,2023-05-05,Ninja Xpress,Yogyakarta,Mantrijeron,Reguler,5,1,2023-05-10,Ontime
350140,174,2023-03-03,POS Indonesia,Bogor,Parung Panjang,Next Day,2,3,2023-03-05,Ontime
79130,209,2022-09-29,SiCepat,Palembang,Sukabangun,Express,5,2,2022-10-04,Ontime
186931,191,2022-10-02,JNE,Padang,Nanggalo,Same Day,1,4,2022-10-03,Ontime
929373,114,2023-04-30,Ninja Xpress,Yogyakarta,Jetis,Same Day,4,1,2023-05-04,Ontime
486840,206,2023-04-21,POS Indonesia,Palembang,Sukabangun,Reguler,3,5,2023-04-24,Ontime
51822,165,2023-03-08,POS Indonesia,Jakarta,Menteng,Reguler,1,2,2023-03-09,Ontime
545380,269,2022-06-30,JNE,Makassar,Makassar Utara,Reguler,4,1,2022-07-04,Ontime
102335,144,2022-11-03,Ninja Xpress,Pontianak,Pontianak Barat,Same Day,4,1,2022-11-07,Ontime
521208,207,2022-10-12,POS Indonesia,Batam,Nongsa,Same Day,2,1,2022-10-14,Ontime
502012,178,2022-12-06,Ninja Xpress,Bogor,Leuwiliang,Same Day,1,2,2022-12-07,Ontime
87112,178,2022-11-30,Ninja Xpress,Palembang,Ilir Barat II,Express,3,2,2022-12-03,Ontime
140027,176,2023-03-11,POS Indonesia,Medan,Medan Kota,Same Day,4,1,2023-03-15,Ontime
668395,260,2022-06-03,SiCepat,Jakarta,Pancoran,Next Day,4,4,2022-06-07,Ontime
88564,215,2022-10-20,JNE,Bandar Lampung,Enggal,Same Day,4,5,2022-10-24,Ontime
718673,292,2023-02-25,J&T Express,Batam,Belakang Padang,Next Day,2,4,2023-02-27,Ontime
762429,264,2022-06-03,Ninja Xpress,Yogyakarta,Gondomanan,Same Day,5,4,2022-06-08,Ontime
297771,237,2023-01-02,JNE,Pontianak,Pontianak Tenggara,Next Day,4,5,2023-01-06,Ontime
273706,198,2022-10-05,POS Indonesia,Medan,Medan Belawan,Reguler,2,3,2022-10-07,Ontime
746078,180,2022-12-22,J&T Express,Palembang,Ilir Timur Tiga,Next Day,1,2,2022-12-23,Ontime
468032,140,2022-09-02,JNE,Denpasar,Denpasar Selatan,Express,2,1,2022-09-04,Ontime
763250,268,2023-03-21,SiCepat,Yogyakarta,Keparakan,Reguler,5,2,2023-03-26,Ontime
464435,149,2022-07-01,POS Indonesia,Depok,Bojongsari,Next Day,4,5,2022-07-05,Ontime
359674,208,2023-04-23,JNE,Tangerang,Karang Tengah,Express,4,1,2023-04-27,Ontime
601864,187,2022-08-13,Ninja Xpress,Makassar,Tallo,Express,4,5,2022-08-17,Ontime
493813,197,2023-03-09,POS Indonesia,Malang,Sumbermanjing,Same Day,2,5,2023-03-11,Ontime
877366,176,2022-07-12,POS Indonesia,Makassar,Ujung Pandang,Same Day,4,1,2022-07-16,Ontime
628244,254,2022-07-05,SiCepat,Palembang,Bukit Kecil,Same Day,5,5,2022-07-10,Ontime
344825,293,2022-09-06,JNE,Jakarta,Kramat Jati,Express,2,4,2022-09-08,Ontime
625152,270,2022-11-17,J&T Express,Depok,Cipayung,Next Day,2,3,2022-11-19,Ontime
465367,161,2023-04-08,J&T Express,Padang,Pauh,Reguler,2,2,2023-04-10,Ontime
983929,151,2022-11-14,JNE,Surabaya,Wiyung,Same Day,5,4,2022-11-19,Ontime
70823,208,2023-05-14,Ninja Xpress,Padang,Kuranji,Same Day,1,4,2023-05-15,Ontime
140009,251,2022-07-26,Ninja Xpress,Jakarta,Grogol Petamburan,Same Day,3,5,2022-07-29,Ontime
856713,228,2022-09-05,SiCepat,Bandung,Cinambo,Reguler,5,2,2022-09-10,Ontime
616725,292,2022-09-25,Ninja Xpress,Denpasar,Nusa Dua,Express,5,4,2022-09-30,Ontime
711022,229,2022-08-02,Ninja Xpress,Padang,Padang Selatan,Reguler,4,2,2022-08-06,Ontime
743456,277,2022-12-14,POS Indonesia,Bekasi,Bekasi Jaya,Same Day,3,4,2022-12-17,Ontime
77828,129,2022-10-29,J&T Express,Bekasi,Bekasi Barat,Same Day,3,5,2022-11-01,Ontime
216991,121,2023-04-30,J&T Express,Bekasi,Bekasi Selatan,Express,5,4,2023-05-05,Ontime
336884,244,2023-03-13,POS Indonesia,Bogor,Ciawi,Next Day,2,2,2023-03-15,Ontime
417026,206,2023-01-02,Ninja Xpress,Pontianak,Pontianak Barat,Next Day,5,2,2023-01-07,Ontime
887214,245,2023-05-20,Ninja Xpress,Medan,Medan Timur,Reguler,1,4,2023-05-21,Ontime
604071,181,2022-06-25,J&T Express,Yogyakarta,Kotagede,Express,3,3,2022-06-28,Ontime
753870,135,2022-10-28,JNE,Denpasar,Sesetan,Reguler,3,5,2022-10-31,Ontime
965020,271,2022-09-20,SiCepat,Bekasi,Bekasi Jaya,Reguler,2,1,2022-09-22,Ontime
287213,245,2022-11-10,J&T Express,Semarang,Tugu Mulyo,Same Day,5,2,2022-11-15,Ontime
427637,234,2022-12-04,JNE,Tangerang,Sindang Jaya,Reguler,4,2,2022-12-08,Ontime
161527,127,2022-07-02,SiCepat,Jakarta,Cipayung,Same Day,2,3,2022-07-04,Ontime
832634,287,2022-08-19,Ninja Xpress,Batam,Sagulung,Same Day,3,1,2022-08-22,Ontime
584964,180,2022-10-28,POS Indonesia,Yogyakarta,Danurejan,Same Day,2,4,2022-10-30,Ontime
138948,149,2022-07-31,Ninja Xpress,Bogor,Babakan Madang,Next Day,3,4,2022-08-03,Ontime
111008,186,2022-09-09,Ninja Xpress,Bekasi,Rawalumbu,Next Day,2,5,2022-09-11,Ontime
168119,229,2022-08-13,JNE,Bandung,Kiaracondong,Next Day,4,3,2022-08-17,Ontime
240650,172,2022-12-23,POS Indonesia,Bandung,Cinambo,Reguler,2,2,2022-12-25,Ontime
993674,249,2022-06-14,JNE,Pontianak,Pontianak Utara,Reguler,4,3,2022-06-18,Ontime
208951,238,2022-08-14,JNE,Surabaya,Mulyorejo,Express,1,5,2022-08-15,Ontime
482755,246,2022-07-19,JNE,Tangerang,Kosambi,Next Day,4,1,2022-07-23,Ontime
808380,268,2022-12-28,Ninja Xpress,Batam,Galang,Same Day,3,1,2022-12-31,Ontime
273328,131,2023-03-06,J&T Express,Tangerang,Serpong Utara,Reguler,3,3,2023-03-09,Ontime
441067,163,2023-02-27,J&T Express,Makassar,Makassar Timur,Express,5,1,2023-03-04,Ontime
816203,201,2023-02-09,J&T Express,Bekasi,Jati Sampurna,Next Day,5,3,2023-02-14,Ontime
207005,206,2022-06-29,JNE,Makassar,Bonto,Express,3,3,2022-07-02,Ontime
225958,290,2022-09-29,Ninja Xpress,Makassar,Makassar Barat,Express,5,2,2022-10-04,Ontime
535559,147,2023-05-13,JNE,Semarang,Genuk,Reguler,5,2,2023-05-18,Ontime
534570,159,2022-10-22,Ninja Xpress,Denpasar,Denpasar Utara,Next Day,5,2,2022-10-27,Ontime
370648,234,2022-12-02,J&T Express,Batam,Sei Beduk,Reguler,2,5,2022-12-04,Ontime
285125,286,2022-11-15,J&T Express,Palembang,Bukit Besar,Express,4,1,2022-11-19,Ontime
146020,119,2023-01-14,J&T Express,Yogyakarta,Gedong Tengen,Reguler,4,5,2023-01-18,Ontime
289256,130,2022-08-29,J&T Express,Bandar Lampung,Tanjung Senang,Reguler,4,3,2022-09-02,Ontime
804586,233,2022-09-11,Ninja Xpress,Palembang,Ilir Timur I,Next Day,1,3,2022-09-12,Ontime
48356,193,2022-12-20,SiCepat,Pontianak,Pontianak Barat,Express,3,2,2022-12-23,Ontime
879869,144,2022-07-12,J&T Express,Pekanbaru,Payung Sekaki,Express,4,3,2022-07-16,Ontime
761897,267,2023-05-12,POS Indonesia,Pekanbaru,Lima Puluh,Reguler,5,2,2023-05-17,Ontime
652698,196,2022-06-01,POS Indonesia,Yogyakarta,Gondokusuman,Next Day,3,2,2022-06-04,Ontime
784015,114,2022-12-12,POS Indonesia,Semarang,Pedurungan,Reguler,2,3,2022-12-14,Ontime
88388,296,2023-04-02,Ninja Xpress,Palembang,Seberang Ulu III,Same Day,4,3,2023-04-06,Ontime
27456,172,2023-04-03,JNE,Padang,Pauh,Same Day,5,4,2023-04-08,Ontime
672240,238,2022-06-22,POS Indonesia,Bandar Lampung,Bumi Waras,Reguler,5,4,2022-06-27,Ontime
568082,266,2022-09-05,SiCepat,Yogyakarta,Kraton,Reguler,5,4,2022-09-10,Ontime
407526,241,2023-01-01,SiCepat,Bekasi,Bekasi Jaya,Same Day,3,5,2023-01-04,Ontime
670505,131,2022-07-01,POS Indonesia,Bandar Lampung,Sukabumi,Express,5,1,2022-07-06,Ontime
563724,179,2023-01-06,J&T Express,Bandar Lampung,Tanjung Karang Barat,Same Day,3,1,2023-01-09,Ontime
766119,124,2022-06-04,JNE,Bandung,Babakan Ciparay,Same Day,1,3,2022-06-05,Ontime
75557,172,2022-11-02,JNE,Padang,Padang Timur,Reguler,2,3,2022-11-04,Ontime
906169,196,2022-10-29,POS Indonesia,Semarang,Tembalang,Next Day,2,2,2022-10-31,Ontime
476353,256,2022-07-27,JNE,Bandung,Gedebage,Next Day,1,3,2022-07-28,Ontime
503997,277,2023-03-16,Ninja Xpress,Denpasar,Denpasar Selatan,Reguler,5,5,2023-03-21,Ontime
140799,276,2023-04-11,JNE,Pontianak,Pontianak Barat,Same Day,1,1,2023-04-12,Ontime
823848,171,2023-02-12,J&T Express,Makassar,Ujung Tanah,Reguler,5,2,2023-02-17,Ontime
537874,149,2022-07-16,SiCepat,Surabaya,Semampir,Reguler,3,1,2022-07-19,Ontime
685694,255,2022-12-06,J&T Express,Depok,Cilodong,Same Day,2,2,2022-12-08,Ontime
442249,238,2022-11-03,Ninja Xpress,Tangerang,Sepatan,Express,3,3,2022-11-06,Ontime
738961,244,2023-04-01,POS Indonesia,Semarang,Banyumanik,Express,1,4,2023-04-02,Ontime
102799,256,2022-11-13,Ninja Xpress,Semarang,Pedurungan,Reguler,2,4,2022-11-15,Ontime
954940,215,2022-11-04,JNE,Medan,Medan Perjuangan,Reguler,1,2,2022-11-05,Ontime
179333,208,2022-07-27,JNE,Padang,Lubuk Kilangan,Express,2,4,2022-07-29,Ontime
78998,188,2022-11-26,POS Indonesia,Bekasi,Bantargebang,Same Day,1,4,2022-11-27,Ontime
316955,280,2022-12-29,POS Indonesia,Surabaya,Mulyorejo,Reguler,4,5,2023-01-02,Ontime
113199,260,2022-11-18,SiCepat,Makassar,Biring Romang,Express,2,4,2022-11-20,Ontime
679855,284,2023-04-04,JNE,Padang,Kuranji,Express,5,1,2023-04-09,Ontime
753306,222,2022-06-28,JNE,Bandung,Babakan Ciparay,Next Day,2,4,2022-06-30,Ontime
72404,214,2022-10-28,SiCepat,Padang,Padang Barat,Express,1,5,2022-10-29,Ontime
771545,259,2023-01-24,J&T Express,Padang,Padang Barat,Next Day,5,4,2023-01-29,Ontime
435173,111,2023-02-28,JNE,Bandar Lampung,Teluk Betung Utara,Reguler,4,5,2023-03-04,Ontime
267242,294,2022-10-02,JNE,Makassar,Makassar Barat,Express,3,5,2022-10-05,Ontime
731547,216,2022-06-12,POS Indonesia,Tangerang,Pagedangan,Next Day,1,5,2022-06-13,Ontime
622850,185,2022-05-30,JNE,Surabaya,Gubeng,Same Day,2,4,2022-06-01,Ontime
617664,247,2023-02-25,POS Indonesia,Yogyakarta,Jetis,Same Day,5,5,2023-03-02,Ontime
584720,219,2022-06-26,J&T Express,Pekanbaru,Senapelan,Same Day,3,3,2022-06-29,Ontime
708963,189,2022-10-02,SiCepat,Tangerang,Benda,Express,3,5,2022-10-05,Ontime
